"","Individual","tribs"
"1","1","Pelly.ab.Macm"
"2","1","Pelly"
"3","1","Upper.Yukon.Canada"
"4","1","Miner"
"5","1","Porcupine.Canada"
"6","1","Fishing.Branch"
"7","2","McQuesten"
"8","3","Macmillan"
"9","3","Klondike"
"10","4","Teslin"
"11","4","Swift"
"12","4","Nisutlin"
"13","4","Big.Salmon"
"14","4","White"
"15","4","Upper.Yukon.Canada"
"16","4","Fishing.Branch"
"17","4","Porcupine.Canada"
"18","5","Stewart"
"19","5","Fortymile"
"20","5","Klondike"
"21","5","McQuesten"
"22","6","Teslin"
"23","6","Nisutlin"
"24","6","Nisling"
"25","6","White"
"26","6","Upper.Yukon.Canada"
"27","6","Fishing.Branch"
"28","6","Whitestone"
"29","6","Porcupine.Canada"
"30","7","SMS.Yukon.Canada.Tahkini"
"31","7","Kluane.Donjek.Tincup"
"32","7","Nisling"
"33","7","Upper.Yukon.Canada"
"34","7","Fortymile"
"35","8","Swift"
"36","8","Nisutlin"
"37","8","Big.Salmon"
"38","8","Upper.Yukon.Canada"
"39","8","Fortymile"
"40","8","Miner"
"41","8","Fishing.Branch"
"42","8","Porcupine.Canada"
"43","9","Teslin"
"44","9","Big.Salmon"
"45","9","White"
"46","9","Upper.Yukon.Canada"
"47","9","Fishing.Branch"
"48","9","Porcupine.Canada"
"49","10","Stewart"
"50","10","Fortymile"
"51","10","Klondike"
"52","10","McQuesten"
"53","11","Teslin"
"54","11","Nisutlin"
"55","11","Nisling"
"56","11","White"
"57","11","Upper.Yukon.Canada"
"58","11","Fishing.Branch"
"59","11","Whitestone"
"60","11","Porcupine.Canada"
"61","12","Teslin"
"62","12","Swift"
"63","12","Nisutlin"
"64","12","Big.Salmon"
"65","12","White"
"66","12","Upper.Yukon.Canada"
"67","12","Fortymile"
"68","12","Fishing.Branch"
"69","12","Porcupine.Canada"
"70","13","Andreafsky"
"71","13","Anvik"
"72","13","Innoko"
"73","13","Nenana"
"74","13","Kantishna"
"75","13","Nowitna"
"76","13","Koyokuk.mouth"
"77","13","Hogatza"
"78","13","Henshaw"
"79","14","Stewart"
"80","14","Fortymile"
"81","14","Klondike"
"82","15","Innoko"
"83","15","Nenana"
"84","15","Kantishna"
"85","15","Nowitna"
"86","15","Tanana.mouth"
"87","15","Henshaw"
"88","16","Tanana.mouth"
"89","16","Upper.Yukon.Canada"
"90","16",NA
"91","16","Black.Salmon.Fork"
"92","16","Alatna"
"93","16","Chandlar.Teedriinjik"
"94","16","John"
"95","16","North.Fork.Koyokuk"
"96","17","Kantishna"
"97","17","Tanana.mouth"
"98","17","Nowitna"
"99","17","Black.Salmon.Fork"
"100","17","Sheenjek"
"101","17","Colleen"
"102","18","SMS.Yukon.Canada.Tahkini"
"103","18","Kluane.Donjek.Tincup"
"104","18","Nisling"
"105","18","Upper.Yukon.Canada"
"106","18","Fortymile"
"107","19","SMS.Yukon.Canada.Tahkini"
"108","19","White"
"109","19","Andreafsky"
"110","19","Anvik"
"111","19","Nordenskiold"
"112","19","Kantishna"
"113","19","Nowitna"
"114","19","Koyokuk.mouth"
"115","19","Hogatza"
"116","20","Swift"
"117","20","Nisutlin"
"118","20","Big.Salmon"
"119","20","Pelly.ab.Macm"
"120","20","Upper.Yukon.Canada"
"121","20",NA
"122","20","Tanana.mouth"
"123","20","Fortymile"
"124","20","Miner"
"125","20","Koyokuk.mouth"
"126","20","Alatna"
"127","20","Black.Salmon.Fork"
"128","20","John"
"129","20","Fishing.Branch"
"130","20","North.Fork.Koyokuk"
"131","20","Chandlar.Teedriinjik"
"132","20","Middle.Fork.Koyokuk"
"133","21","Stewart"
"134","21","Fortymile"
"135","21","Klondike"
"136","21","McQuesten"
"137","21","Chena"
"138","22","Big.Salmon"
"139","22","Nisutlin"
"140","22","Pelly.ab.Macm"
"141","22","Pelly"
"142","22","Upper.Yukon.Canada"
"143","22",NA
"144","22","Tanana.mouth"
"145","22","Fortymile"
"146","22","Miner"
"147","22","Koyokuk.mouth"
"148","22","Black.Salmon.Fork"
"149","22","Alatna"
"150","22","Porcupine.Canada"
"151","22","Chandlar.Teedriinjik"
"152","22","John"
"153","22","Fishing.Branch"
"154","22","North.Fork.Koyokuk"
"155","22","Middle.Fork.Koyokuk"
"156","23","Nisutlin"
"157","23","Teslin"
"158","23","Nisling"
"159","23","Upper.Yukon.Canada"
"160","23","White"
"161","23","Kantishna"
"162","23","Tanana.mouth"
"163","23","Nowitna"
"164","23","Koyokuk.mouth"
"165","23",NA
"166","23","Black.Salmon.Fork"
"167","23","South.Fork.Koyokuk"
"168","23","Sheenjek"
"169","23","Colleen"
"170","23","Porcupine.Canada"
"171","24","Nisutlin"
"172","24","Teslin"
"173","24","Nisling"
"174","24","Upper.Yukon.Canada"
"175","24","White"
"176","24","Kantishna"
"177","24","Innoko"
"178","24","Nowitna"
"179","24","Koyokuk.mouth"
"180","24",NA
"181","24","Black.Salmon.Fork"
"182","24","South.Fork.Koyokuk"
"183","24","Sheenjek"
"184","24","Whitestone"
"185","24","Chandlar.Teedriinjik"
"186","24","Porcupine.Canada"
"187","24","Colleen"
"188","25","Macmillan"
"189","25","Tanana.mouth"
"190","25","Klondike"
"191","25","Salcha"
"192","25","Charly"
"193","26","Pelly.ab.Macm"
"194","26","Pelly"
"195","26","Upper.Yukon.Canada"
"196","26","Tanana.mouth"
"197","26",NA
"198","26","Nation"
"199","26","Miner"
"200","26","Black.Salmon.Fork"
"201","26","Alatna"
"202","26","Porcupine.Canada"
"203","26","Chandlar.Teedriinjik"
"204","26","John"
"205","26","Fishing.Branch"
"206","26","North.Fork.Koyokuk"
"207","27","Stewart"
"208","27","Kantishna"
"209","27","Fortymile"
"210","27","Goodpaster"
"211","27","Salcha"
"212","27","Klondike"
"213","27","Chena"
"214","28","Stewart"
"215","28","Kantishna"
"216","28","Macmillan"
"217","28","Fortymile"
"218","28","Salcha"
"219","28","Klondike"
"220","29","Pelly.ab.Macm"
"221","29","Pelly"
"222","29","Upper.Yukon.Canada"
"223","29","Tanana.mouth"
"224","29","Nation"
"225","29","Miner"
"226","29",NA
"227","29","Black.Salmon.Fork"
"228","29","Alatna"
"229","29","Porcupine.Canada"
"230","29","Chandlar.Teedriinjik"
"231","29","John"
"232","30","Nisutlin"
"233","30","Big.Salmon"
"234","30","Pelly.ab.Macm"
"235","30","Pelly"
"236","30","Upper.Yukon.Canada"
"237","30","Tanana.mouth"
"238","30","Fortymile"
"239","30",NA
"240","30","Miner"
"241","30","Black.Salmon.Fork"
"242","30","Alatna"
"243","30","Porcupine.Canada"
"244","30","Chandlar.Teedriinjik"
"245","30","John"
"246","30","Fishing.Branch"
"247","30","North.Fork.Koyokuk"
"248","31","Pelly.ab.Macm"
"249","31","Macmillan"
"250","31","Tanana.mouth"
"251","31","Pelly"
"252","31","Salcha"
"253","31","Charly"
"254","32","SMS.Yukon.Canada.Tahkini"
"255","32","Kantishna"
"256","33","Stewart"
"257","33","Kantishna"
"258","33","Macmillan"
"259","33","Fortymile"
"260","33","Salcha"
"261","33","Klondike"
"262","34","Teslin"
"263","34","Nisutlin"
"264","34","Nisling"
"265","34","White"
"266","34","Upper.Yukon.Canada"
"267","34","Innoko"
"268","34","Nenana"
"269","34","Kantishna"
"270","34","Nowitna"
"271","34","Koyokuk.mouth"
"272","34",NA
"273","34","Black.Salmon.Fork"
"274","34","Kanuti"
"275","34","South.Fork.Koyokuk"
"276","34","Fishing.Branch"
"277","34","Whitestone"
"278","34","Chandlar.Teedriinjik"
"279","34","Porcupine.mouth"
"280","34","Sheenjek"
"281","34","Porcupine.Canada"
"282","35","Teslin"
"283","35","Nisutlin"
"284","35","Nisling"
"285","35","White"
"286","35","Upper.Yukon.Canada"
"287","35","Innoko"
"288","35","Nenana"
"289","35","Kantishna"
"290","35","Nowitna"
"291","35","Koyokuk.mouth"
"292","35",NA
"293","35","Black.Salmon.Fork"
"294","35","Kanuti"
"295","35","South.Fork.Koyokuk"
"296","35","Fishing.Branch"
"297","35","Whitestone"
"298","35","Chandlar.Teedriinjik"
"299","35","Sheenjek"
"300","35","Porcupine.mouth"
"301","35","Porcupine.Canada"
"302","36","Macmillan"
"303","36","Kantishna"
"304","36","Klondike"
"305","36","Salcha"
"306","36","Stewart"
"307","36","Charly"
"308","37","Stewart"
"309","37","Kantishna"
"310","37","Fortymile"
"311","37","Goodpaster"
"312","37","Salcha"
"313","37","Klondike"
"314","38","Swift"
"315","38",NA
"316","38","Nisutlin"
"317","38","Big.Salmon"
"318","38","Tanana.mouth"
"319","38","Upper.Yukon.Canada"
"320","38","Fortymile"
"321","38","Tozitna"
"322","38","Koyokuk.mouth"
"323","38","Black.Salmon.Fork"
"324","38","Alatna"
"325","38","Porcupine.mouth"
"326","38","Chandlar.Teedriinjik"
"327","38","Fishing.Branch"
"328","38","Middle.Fork.Koyokuk"
"329","38","Porcupine.Canada"
"330","39","Pelly.ab.Macm"
"331","39","Pelly"
"332","39","Macmillan"
"333","39","Tanana.mouth"
"334","39","Charly"
"335","39","Black.Salmon.Fork"
"336","40","McQuesten"
"337","40","Chena"
"338","41","SMS.Yukon.Canada.Tahkini"
"339","41","Nisutlin"
"340","41","Teslin"
"341","41","Nisling"
"342","41","Upper.Yukon.Canada"
"343","41","White"
"344","41","Kantishna"
"345","41","Tanana.mouth"
"346","41","Nowitna"
"347","41","Fortymile"
"348","41",NA
"349","41","Black.Salmon.Fork"
"350","41","South.Fork.Koyokuk"
"351","41","Sheenjek"
"352","41","Colleen"
"353","41","Porcupine.Canada"
"354","42","Teslin"
"355","42","Nisutlin"
"356","42","Nisling"
"357","42","White"
"358","42","Upper.Yukon.Canada"
"359","42","Innoko"
"360","42","Nenana"
"361","42","Kantishna"
"362","42","Koyokuk.mouth"
"363","42",NA
"364","42","Kanuti"
"365","42","South.Fork.Koyokuk"
"366","42","Fishing.Branch"
"367","42","Whitestone"
"368","42","Chandlar.Teedriinjik"
"369","42","Porcupine.mouth"
"370","42","Porcupine.Canada"
"371","42","Sheenjek"
"372","43","Andreafsky"
"373","43","Anvik"
"374","43","Kantishna"
"375","43","Nowitna"
"376","43","Koyokuk.mouth"
"377","43","Hogatza"
"378","44","Innoko"
"379","44","Nenana"
"380","44","Kantishna"
"381","44","Koyokuk.mouth"
"382","44",NA
"383","44","Kanuti"
"384","44","South.Fork.Koyokuk"
"385","44","Porcupine.mouth"
"386","44","Chandlar.Teedriinjik"
"387","44","Porcupine.Canada"
"388","44","Sheenjek"
"389","45","Swift"
"390","45","Nisutlin"
"391","45","Big.Salmon"
"392","45","Upper.Yukon.Canada"
"393","45","Fortymile"
"394","45","Miner"
"395","45","Fishing.Branch"
"396","45","Porcupine.Canada"
"397","46","Kantishna"
"398","46","Tanana.mouth"
"399","46","Nowitna"
"400","46",NA
"401","46","Black.Salmon.Fork"
"402","46","South.Fork.Koyokuk"
"403","46","Sheenjek"
"404","46","Colleen"
"405","46","Porcupine.Canada"
"406","47","Pelly.ab.Macm"
"407","47","Macmillan"
"408","47","Tanana.mouth"
"409","47","Pelly"
"410","47","Salcha"
"411","47","Charly"
"412","48","Stewart"
"413","48","Kantishna"
"414","48","Macmillan"
"415","48","Salcha"
"416","48","Klondike"
"417","49","Stewart"
"418","49","Kantishna"
"419","49","Macmillan"
"420","49","Klondike"
"421","49","Salcha"
"422","50","Big.Salmon"
"423","50","Pelly.ab.Macm"
"424","50","Pelly"
"425","50","Upper.Yukon.Canada"
"426","50","Tanana.mouth"
"427","50","Fortymile"
"428","50",NA
"429","50","Miner"
"430","50","Black.Salmon.Fork"
"431","50","Alatna"
"432","50","Porcupine.Canada"
"433","50","Chandlar.Teedriinjik"
"434","50","John"
"435","50","Fishing.Branch"
"436","50","North.Fork.Koyokuk"
"437","51","SMS.Yukon.Canada.Tahkini"
"438","51","White"
"439","51","Andreafsky"
"440","51","Kluane.Donjek.Tincup"
"441","51","Anvik"
"442","51","Innoko"
"443","51","Kantishna"
"444","51","Nowitna"
"445","51","Koyokuk.mouth"
"446","51","Hogatza"
"447","52","SMS.Yukon.Canada.Tahkini"
"448","52","White"
"449","52","Andreafsky"
"450","52","Anvik"
"451","52","Nordenskiold"
"452","52","Kantishna"
"453","52","Nowitna"
"454","52","Koyokuk.mouth"
"455","52","Hogatza"
"456","53","Teslin"
"457","53",NA
"458","53","Big.Salmon"
"459","53","Kantishna"
"460","53","White"
"461","53","Upper.Yukon.Canada"
"462","53","Nenana"
"463","53","Koyokuk.mouth"
"464","53","Kandik"
"465","53","Kanuti"
"466","53","South.Fork.Koyokuk"
"467","53","Fishing.Branch"
"468","53","Porcupine.mouth"
"469","53","Middle.Fork.Koyokuk"
"470","53","Chandlar.Teedriinjik"
"471","53","Porcupine.Canada"
"472","54","Teslin"
"473","54","Nisutlin"
"474","54","Nisling"
"475","54","White"
"476","54","Upper.Yukon.Canada"
"477","54","Innoko"
"478","54","Nenana"
"479","54","Kantishna"
"480","54","Koyokuk.mouth"
"481","54",NA
"482","54","Kanuti"
"483","54","Black.Salmon.Fork"
"484","54","South.Fork.Koyokuk"
"485","54","Fishing.Branch"
"486","54","Whitestone"
"487","54","Chandlar.Teedriinjik"
"488","54","Porcupine.mouth"
"489","54","Porcupine.Canada"
"490","54","Sheenjek"
"491","55","Nisutlin"
"492","55","Big.Salmon"
"493","55","Pelly.ab.Macm"
"494","55","Pelly"
"495","55","Upper.Yukon.Canada"
"496","55","Tanana.mouth"
"497","55","Fortymile"
"498","55",NA
"499","55","Miner"
"500","55","Koyokuk.mouth"
"501","55","Black.Salmon.Fork"
"502","55","Alatna"
"503","55","Porcupine.Canada"
"504","55","Chandlar.Teedriinjik"
"505","55","John"
"506","55","Fishing.Branch"
"507","55","North.Fork.Koyokuk"
"508","56","Stewart"
"509","56","Kantishna"
"510","56","Macmillan"
"511","56","Fortymile"
"512","56","Salcha"
"513","56","Klondike"
"514","57","Swift"
"515","57","Big.Salmon"
"516","57","Nisutlin"
"517","57","Pelly.ab.Macm"
"518","57","Upper.Yukon.Canada"
"519","57",NA
"520","57","Tanana.mouth"
"521","57","Fortymile"
"522","57","Miner"
"523","57","Koyokuk.mouth"
"524","57","Alatna"
"525","57","Black.Salmon.Fork"
"526","57","John"
"527","57","Fishing.Branch"
"528","57","North.Fork.Koyokuk"
"529","57","Chandlar.Teedriinjik"
"530","57","Middle.Fork.Koyokuk"
"531","58","McQuesten"
"532","58","Chena"
"533","59","Swift"
"534","59","Teslin"
"535","59",NA
"536","59","Nisutlin"
"537","59","Big.Salmon"
"538","59","White"
"539","59","Tanana.mouth"
"540","59","Upper.Yukon.Canada"
"541","59","Fortymile"
"542","59","Tozitna"
"543","59","Koyokuk.mouth"
"544","59","Kandik"
"545","59","Black.Salmon.Fork"
"546","59","Porcupine.mouth"
"547","59","Chandlar.Teedriinjik"
"548","59","Fishing.Branch"
"549","59","Middle.Fork.Koyokuk"
"550","59","Porcupine.Canada"
"551","60","Macmillan"
"552","60","Kantishna"
"553","60","Klondike"
"554","60","Salcha"
"555","60","Stewart"
"556","60","Charly"
"557","61","Macmillan"
"558","61","Tanana.mouth"
"559","61","Klondike"
"560","61","Salcha"
"561","61","Charly"
"562","62","Teslin"
"563","62","Nisutlin"
"564","62","Nisling"
"565","62","White"
"566","62","Upper.Yukon.Canada"
"567","62","Innoko"
"568","62","Nenana"
"569","62","Kantishna"
"570","62","Koyokuk.mouth"
"571","62",NA
"572","62","Kanuti"
"573","62","South.Fork.Koyokuk"
"574","62","Fishing.Branch"
"575","62","Porcupine.mouth"
"576","62","Whitestone"
"577","62","Chandlar.Teedriinjik"
"578","62","Porcupine.Canada"
"579","62","Sheenjek"
"580","63","SMS.Yukon.Canada.Tahkini"
"581","63","Kluane.Donjek.Tincup"
"582","63","Innoko"
"583","63","Andreafsky"
"584","63","Upper.Yukon.Canada"
"585","63","Nenana"
"586","63","Kantishna"
"587","63","Nowitna"
"588","63","Tanana.mouth"
"589","63","Hogatza"
"590","63","Henshaw"
"591","64","SMS.Yukon.Canada.Tahkini"
"592","64","Kluane.Donjek.Tincup"
"593","64","Innoko"
"594","64","Nisling"
"595","64","Upper.Yukon.Canada"
"596","64","Kantishna"
"597","64","Tanana.mouth"
"598","64","Nowitna"
"599","64","Fortymile"
"600","64","Colleen"
"601","65","Teslin"
"602","65","Swift"
"603","65",NA
"604","65","Nisutlin"
"605","65","Big.Salmon"
"606","65","Kantishna"
"607","65","White"
"608","65","Tanana.mouth"
"609","65","Nenana"
"610","65","Upper.Yukon.Canada"
"611","65","Fortymile"
"612","65","Tozitna"
"613","65","Koyokuk.mouth"
"614","65","Kandik"
"615","65","Kanuti"
"616","65","Black.Salmon.Fork"
"617","65","Porcupine.mouth"
"618","65","Fishing.Branch"
"619","65","Chandlar.Teedriinjik"
"620","65","Middle.Fork.Koyokuk"
"621","65","Porcupine.Canada"
"622","66","SMS.Yukon.Canada.Tahkini"
"623","66","White"
"624","66","Andreafsky"
"625","66","Anvik"
"626","66","Nordenskiold"
"627","66","Kantishna"
"628","66","Nowitna"
"629","66","Koyokuk.mouth"
"630","66","Hogatza"
"631","67","Stewart"
"632","67","Kantishna"
"633","67","Macmillan"
"634","67","Fortymile"
"635","67","Salcha"
"636","67","Klondike"
"637","68","Swift"
"638","68","Big.Salmon"
"639","68","Nisutlin"
"640","68","Pelly.ab.Macm"
"641","68","Pelly"
"642","68","Upper.Yukon.Canada"
"643","68",NA
"644","68","Tanana.mouth"
"645","68","Fortymile"
"646","68","Miner"
"647","68","Koyokuk.mouth"
"648","68","Alatna"
"649","68","Black.Salmon.Fork"
"650","68","John"
"651","68","Fishing.Branch"
"652","68","North.Fork.Koyokuk"
"653","68","Chandlar.Teedriinjik"
"654","68","Middle.Fork.Koyokuk"
"655","69","SMS.Yukon.Canada.Tahkini"
"656","69","Andreafsky"
"657","69","White"
"658","69","Nordenskiold"
"659","69","Anvik"
"660","69","Nowitna"
"661","69","Kantishna"
"662","69","Koyokuk.mouth"
"663","70","Macmillan"
"664","70","Kantishna"
"665","70","Klondike"
"666","70","Tanana.mouth"
"667","70","Salcha"
"668","70","Charly"
"669","71","Pelly.ab.Macm"
"670","71","Macmillan"
"671","71","Tanana.mouth"
"672","71","Pelly"
"673","71","Salcha"
"674","71","Charly"
"675","72","SMS.Yukon.Canada.Tahkini"
"676","72","White"
"677","72","Nordenskiold"
"678","73","Stewart"
"679","73","Fortymile"
"680","73","Klondike"
"681","73","McQuesten"
"682","74","Innoko"
"683","74","Nenana"
"684","74","Kantishna"
"685","74","Nowitna"
"686","74","Tanana.mouth"
"687","74","Henshaw"
"688","75","Teslin"
"689","75",NA
"690","75","Big.Salmon"
"691","75","Kantishna"
"692","75","White"
"693","75","Upper.Yukon.Canada"
"694","75","Nenana"
"695","75","Koyokuk.mouth"
"696","75","Kandik"
"697","75","Kanuti"
"698","75","South.Fork.Koyokuk"
"699","75","Fishing.Branch"
"700","75","Porcupine.mouth"
"701","75","Middle.Fork.Koyokuk"
"702","75","Chandlar.Teedriinjik"
"703","75","Porcupine.Canada"
"704","76","SMS.Yukon.Canada.Tahkini"
"705","76","White"
"706","76","Andreafsky"
"707","76","Kluane.Donjek.Tincup"
"708","76","Anvik"
"709","76","Nordenskiold"
"710","76","Innoko"
"711","76","Kantishna"
"712","76","Nowitna"
"713","76","Koyokuk.mouth"
"714","76","Hogatza"
"715","77","Teslin"
"716","77","Big.Salmon"
"717","77","White"
"718","77","Kantishna"
"719","77","Upper.Yukon.Canada"
"720","77","Nenana"
"721","77",NA
"722","77","Koyokuk.mouth"
"723","77","Kandik"
"724","77","Kanuti"
"725","77","South.Fork.Koyokuk"
"726","77","Fishing.Branch"
"727","77","Porcupine.mouth"
"728","77","Chandlar.Teedriinjik"
"729","77","Porcupine.Canada"
"730","77","Sheenjek"
"731","78","Swift"
"732","78",NA
"733","78","Nisutlin"
"734","78","Big.Salmon"
"735","78","Tanana.mouth"
"736","78","Upper.Yukon.Canada"
"737","78","Fortymile"
"738","78","Tozitna"
"739","78","Koyokuk.mouth"
"740","78","Black.Salmon.Fork"
"741","78","Alatna"
"742","78","Chandlar.Teedriinjik"
"743","78","Fishing.Branch"
"744","78","Middle.Fork.Koyokuk"
"745","78","Porcupine.Canada"
"746","79","SMS.Yukon.Canada.Tahkini"
"747","79","Kluane.Donjek.Tincup"
"748","79","Innoko"
"749","79","Nisling"
"750","79","Upper.Yukon.Canada"
"751","79","Nenana"
"752","79","Kantishna"
"753","79","Nowitna"
"754","79","Fortymile"
"755","79","Tanana.mouth"
"756","79","Henshaw"
"757","79","Colleen"
"758","80","Stewart"
"759","80","Kantishna"
"760","80","Macmillan"
"761","80","Klondike"
"762","80","Salcha"
"763","81","Pelly.ab.Macm"
"764","81","Pelly"
"765","81","Upper.Yukon.Canada"
"766","81","Tanana.mouth"
"767","81","Fortymile"
"768","81",NA
"769","81","Nation"
"770","81","Miner"
"771","81","Black.Salmon.Fork"
"772","81","Alatna"
"773","81","Porcupine.Canada"
"774","81","Chandlar.Teedriinjik"
"775","81","John"
"776","81","Fishing.Branch"
"777","81","North.Fork.Koyokuk"
"778","82","Teslin"
"779","82","Nisutlin"
"780","82","Nisling"
"781","82","White"
"782","82","Upper.Yukon.Canada"
"783","82","Kantishna"
"784","82","Innoko"
"785","82","Nowitna"
"786","82","Koyokuk.mouth"
"787","82",NA
"788","82","Black.Salmon.Fork"
"789","82","Kanuti"
"790","82","South.Fork.Koyokuk"
"791","82","Fishing.Branch"
"792","82","Whitestone"
"793","82","Chandlar.Teedriinjik"
"794","82","Sheenjek"
"795","82","Porcupine.Canada"
"796","83","SMS.Yukon.Canada.Tahkini"
"797","83","White"
"798","83","Andreafsky"
"799","83","Anvik"
"800","83","Nordenskiold"
"801","83","Nowitna"
"802","83","Kantishna"
"803","83","Koyokuk.mouth"
"804","84","Pelly.ab.Macm"
"805","84","Pelly"
"806","84","Macmillan"
"807","84","Tanana.mouth"
"808","84","Charly"
"809","84","Black.Salmon.Fork"
"810","85","SMS.Yukon.Canada.Tahkini"
"811","85","Kluane.Donjek.Tincup"
"812","85","White"
"813","85","Andreafsky"
"814","85","Anvik"
"815","85","Nenana"
"816","85","Innoko"
"817","85","Kantishna"
"818","85","Nowitna"
"819","85","Koyokuk.mouth"
"820","85","Hogatza"
"821","85","Henshaw"
"822","86","Teslin"
"823","86","Nisutlin"
"824","86","Nisling"
"825","86","White"
"826","86","Upper.Yukon.Canada"
"827","86","Innoko"
"828","86","Kantishna"
"829","86","Nowitna"
"830","86","Koyokuk.mouth"
"831","86",NA
"832","86","Black.Salmon.Fork"
"833","86","Kanuti"
"834","86","South.Fork.Koyokuk"
"835","86","Fishing.Branch"
"836","86","Whitestone"
"837","86","Chandlar.Teedriinjik"
"838","86","Sheenjek"
"839","86","Porcupine.Canada"
"840","87","SMS.Yukon.Canada.Tahkini"
